Price,Label
8.16015911018721,0.0
12.200819925268213,0.0
72.98219134185116,0.0
118.86847085167987,1.0
166.13937932022054,1.0
188.410340292024,1.0
184.80901840327795,1.0
213.8191396086785,1.0
240.59366656506418,1.0
298.33238319522263,1.0
284.0363534270274,1.0
332.99255657778804,1.0
360.1028830823377,1.0
367.32497153747784,1.0
394.77399734317913,1.0
412.95082018665903,1.0
450.6218261535421,1.0
478.36391679358036,1.0
500.2752827554345,1.0
485.46624674020455,1.0
521.7631195563796,1.0
534.0539189983888,1.0
524.815033345801,1.0
542.1209840427734,1.0
526.3526871606051,1.0
534.3000322016395,1.0
535.4343157464369,1.0
496.10659330926086,1.0
529.3961949705297,1.0
502.98241813320675,1.0
524.7755544873446,1.0
495.82190159826746,1.0
451.8140882868759,1.0
444.8272451768231,1.0
457.2488957472507,1.0
426.21512421629626,1.0
420.0311200344458,1.0
414.58486095111385,1.0
376.16456184836034,1.0
322.744610402879,1.0
300.5948716007788,1.0
310.88242781155964,1.0
238.3405226491901,1.0
189.5874048401657,1.0
187.8916835141359,1.0
174.56918999857368,1.0
145.45623438686846,1.0
101.80832029964967,1.0
72.3430315977011,0.0
15.621715632500752,0.0
18.234725774267407,0.0
-53.28836750820048,0.0
-40.259823874004354,0.0
-67.10818465810645,0.0
-109.12487398664489,-1.0
-156.98161696423418,-1.0
-205.37000977123222,-1.0
-238.63673261517357,-1.0
-255.15671824715466,-1.0
-288.0483241055051,-1.0
-320.8489262212039,-1.0
-336.06785338371145,-1.0
-378.6469210870434,-1.0
-404.28898104617815,-1.0
-403.4416673264191,-1.0
-400.58393620656625,-1.0
-465.5069112963458,-1.0
-446.86391705975063,-1.0
-477.401792654901,-1.0
-503.72816038212807,-1.0
-538.823273755487,-1.0
-538.5204754802286,-1.0
-523.1179322830887,-1.0
-512.5057367835179,-1.0
-556.331997632938,-1.0
-559.1749201000555,-1.0
-524.3966926266844,-1.0
-502.65727173090613,-1.0
-505.78668568954527,-1.0
-496.99243525645386,-1.0
-513.4017626218184,-1.0
-511.4205235333087,-1.0
-411.67476707725854,-1.0
-464.18508567169727,-1.0
-458.78770978899433,-1.0
-418.18354285590135,-1.0
-424.4031489431578,-1.0
-374.7796587236049,-1.0
-352.6062706829324,-1.0
-339.20976977356656,-1.0
-324.2477986228145,-1.0
-264.634649636826,-1.0
-248.80309317115564,-1.0
-218.5405066154768,-1.0
-214.76742574691136,-1.0
-138.92256023829415,-1.0
-139.15648351330023,-1.0
-101.30917878446103,-1.0
-85.90788360485905,0.0
-14.907325092162246,0.0
24.517584933054984,0.0
49.26606085136089,0.0
78.28085154765648,0.0
141.74051215068596,1.0
170.9030832478258,1.0
216.0604536662931,1.0
255.05217031897124,1.0
295.92068026779316,1.0
344.50604731039215,1.0
328.5433008070314,1.0
361.3944249637956,1.0
422.00015163530713,1.0
451.7458120902477,1.0
462.62983469699475,1.0
466.80603086595465,1.0
500.3256513618461,1.0
534.3397568696106,1.0
564.0426678088716,1.0
598.3946549519691,1.0
565.4452055527445,1.0
611.9560833441158,1.0
641.8237760977047,1.0
621.2228012552999,1.0
654.6761488306252,1.0
665.3156303615239,1.0
633.9114439571133,1.0
656.6094139607994,1.0
649.6901650585972,1.0
637.8254386882747,1.0
654.2211020288676,1.0
583.592728456001,1.0
621.5815511418476,1.0
567.3153523344172,1.0
563.5513805900368,1.0
520.4967084022155,1.0
499.0029588130476,1.0
501.1899792371156,1.0
513.0139645632355,1.0
418.5989271386404,1.0
401.03148827299924,1.0
389.6877900179425,1.0
322.6966958387473,1.0
326.5766544544432,1.0
306.6285734617999,1.0
236.58465454032228,1.0
178.75125858478984,1.0
186.96518683990521,1.0
132.51124503835737,1.0
62.70257692198843,0.0
31.86167704367335,0.0
-6.912825064167387,0.0
-34.11895350985931,0.0
-72.94413677895494,0.0
-117.6964550640917,-1.0
-136.73210553309679,-1.0
-212.63407066349058,-1.0
-266.6531386375576,-1.0
-288.4010394668353,-1.0
-310.6858515141049,-1.0
-321.9561582307698,-1.0
-388.22753104469837,-1.0
-427.9617109475406,-1.0
-466.80706643086785,-1.0
-516.8708795444518,-1.0
-503.9859850449506,-1.0
-508.5220843561153,-1.0
-581.0009896408252,-1.0
-589.1416089762934,-1.0
-587.1449299113079,-1.0
-614.0255841540811,-1.0
-616.2144331075588,-1.0
-634.9155469273064,-1.0
-616.422921831138,-1.0
-605.9310061815856,-1.0
-650.3802729501749,-1.0
-639.8480891085945,-1.0
-662.2074500041264,-1.0
-638.1913687537556,-1.0
-640.9013118551195,-1.0
-592.5824957689393,-1.0
-654.2250979394441,-1.0
-568.7273110333034,-1.0
-560.3854290122614,-1.0
-574.204724277181,-1.0
-572.1023766327489,-1.0
-508.91903607182155,-1.0
-503.88962547989934,-1.0
-494.9480192416243,-1.0
-433.6783845922967,-1.0
-360.03453799286905,-1.0
-360.3127668686841,-1.0
-371.1446185709664,-1.0
-291.6044515852095,-1.0
-255.17762463467201,-1.0
-214.2988286010643,-1.0
-200.8374644169,-1.0
-151.72549129086835,-1.0
-114.20159664007507,-1.0
-68.2082693945295,0.0
-35.8134672474106,0.0
15.635438056210338,0.0
23.95303171091293,0.0
33.98183440847667,0.0
31.758151278557953,0.0
0.6321244037564355,0.0
62.635811360077426,0.0
60.36959997222145,0.0
58.10790805045649,0.0
74.76615668568463,0.0
80.04338739901178,0.0
61.190569636015034,0.0
108.47562888029529,1.0
113.37746319031119,1.0
120.70937671943778,1.0
103.54381825673008,1.0
99.79881485324684,1.0
154.05201863383175,1.0
128.37633635614446,1.0
149.05568154966173,1.0
170.90319207521048,1.0
143.47557808768138,1.0
140.40989285698538,1.0
184.0542748957205,1.0
156.69209541300327,1.0
175.3861827085891,1.0
132.25365213918616,1.0
174.74445763801543,1.0
125.22134710466352,1.0
147.19837337550976,1.0
170.90043874480378,1.0
159.95608834372243,1.0
167.76463502938276,1.0
110.46263404465236,1.0
126.29185540040922,1.0
137.4256524669116,1.0
108.6008444525941,1.0
126.6232844869505,1.0
55.94655807029537,0.0
137.6143621006982,1.0
87.37003768582304,1.0
59.514563091067494,0.0
36.78260017498814,0.0
77.74466389774581,0.0
82.98712958997316,1.0
71.32916369881956,0.0
44.500165094796714,0.0
26.95448275602603,0.0
38.83805183433011,0.0
37.78209561780007,0.0
12.58268757746723,0.0
-3.7488917430589463,0.0
-34.642416166794824,0.0
-25.93422479149399,0.0
-34.065015094439225,0.0
-48.4812955770451,0.0
-54.19316826622148,0.0
-65.98769980106793,0.0
-46.68906785203279,0.0
-85.95971253772962,0.0
-84.53603616833527,0.0
-77.64407208607004,0.0
-90.47408017461066,0.0
-126.6248090960059,-1.0
-82.56407750987941,0.0
-119.31585648954459,-1.0
-145.67465715821893,-1.0
-132.55873081879787,-1.0
-136.06759540653454,-1.0
-122.89840183168904,-1.0
-124.20492228690398,-1.0
-162.98250245752288,-1.0
-119.07586617780643,-1.0
-121.51887739839034,-1.0
-146.464631439225,-1.0
-176.17997913797095,-1.0
-160.14151511671517,-1.0
-165.69945369900967,-1.0
-151.6281688938961,-1.0
-175.14827682255793,-1.0
-155.52898120046333,-1.0
-138.57701190629484,-1.0
-142.36429275263242,-1.0
-145.0844301924925,-1.0
-140.84675231145098,-1.0
-140.41775770940586,-1.0
-122.40009758354199,-1.0
-131.16800320898662,-1.0
-113.73095246876085,-1.0
-91.33328509993888,0.0
-132.34346169669192,-1.0
-124.46336255397327,-1.0
-55.1271394679552,0.0
-79.60561482904568,0.0
-37.35795228009812,0.0
-36.974908584296834,0.0
-25.127708007608177,0.0
-48.07970150920805,0.0
-24.780102156091427,0.0
-23.53201413396675,0.0
-26.829792716306763,0.0
15.803640124518578,0.0
-6.167706710348989,0.0
-15.69384819962641,0.0
8.786218678695604,0.0
-12.797264803660845,0.0
-41.282130146758945,0.0
-1.3205457166166892,0.0
-3.73953168586682,0.0
-0.8416319460015118,0.0
5.273035425158769,0.0
-25.49164038646107,0.0
54.50988172474959,0.0
-40.91952431441385,0.0
5.9535600248962375,0.0
-11.210484554564948,0.0
12.350982946798164,0.0
-8.20874958958826,0.0
11.276394023432077,0.0
-38.82792081911206,0.0
-19.57734250910164,0.0
31.93709437534199,0.0
-59.454358964521894,0.0
22.075904314156,0.0
18.9813866830953,0.0
-25.13348514126759,0.0
-5.179521882484149,0.0
0.38564888951427356,0.0
-44.21325616594812,0.0
-8.599724465976262,0.0
-36.2184583607877,0.0
5.4164641586817055,0.0
-31.427229708973705,0.0
-8.26252952439715,0.0
-31.8806272049798,0.0
17.31608907011922,0.0
-10.368374470436603,0.0
4.253896770074613,0.0
-29.098337279451048,0.0
-21.573451831774722,0.0
-1.0853891471724273,0.0
0.08499495311969607,0.0
-7.801340916201735,0.0
38.54967789467952,0.0
-11.063428983756095,0.0
23.075454663219563,0.0
-9.568773323854849,0.0
-12.882041230127843,0.0
42.60770263657767,0.0
-10.697500592812862,0.0
28.401801352626517,0.0
9.147708833616564,0.0
13.419529243837852,0.0
53.73173973778694,0.0
-26.408844199819537,0.0
20.276474680872386,0.0
-24.089527305037123,0.0
-18.904370095937058,0.0
-29.04141378991627,0.0
46.73237479546346,0.0
17.200207384479793,0.0
12.61426338408851,0.0
4.7833184647035445,0.0
-8.007298583756999,0.0
-16.246635572425284,0.0
27.833821156732327,0.0
30.936986860257782,0.0
2.696023967696159,0.0
12.05043803422069,0.0
40.415961757587446,0.0
-14.876914380394311,0.0
-44.30955028751352,0.0
22.11055208993146,0.0
31.201718785525586,0.0
-5.327518723861822,0.0
-1.702609685686344,0.0
-7.77825821099063,0.0
21.99241749874606,0.0
14.530569064159728,0.0
-8.969752090655918,0.0
30.8550182822306,0.0
37.227584723501565,0.0
9.241067308037898,0.0
12.179895373651648,0.0
-10.446684913790172,0.0
-11.744701115580924,0.0
5.6220826135591615,0.0
29.507412093433086,0.0
-32.592286905540085,0.0
13.442516587103299,0.0
17.55585375819724,0.0
-18.059617997065494,0.0
24.535184674584762,0.0
40.843247124862074,0.0
-13.753165131543453,0.0
17.32437946245565,0.0
-20.405258793036232,0.0
-6.019290051062576,0.0
-45.73535471278336,0.0
18.52572135528686,0.0
13.054774219760098,0.0
-15.721665138555622,0.0
20.306180087830068,0.0
17.607592534432584,0.0
76.54755794756383,0.0
81.37452581461406,0.0
79.8300335282925,0.0
136.19888733178416,1.0
109.42651005982096,1.0
179.34089244361408,1.0
143.00079450349747,1.0
151.7395869465843,1.0
131.4417770885002,1.0
176.78884946247695,1.0
190.33727670765046,1.0
231.04680330558622,1.0
164.80941659526133,1.0
223.11154020548165,1.0
259.0232667713344,1.0
224.1794089713504,1.0
253.64983874492327,1.0
223.39380478854753,1.0
276.5934217274021,1.0
216.05648775870304,1.0
241.10531684272848,1.0
265.5976317121027,1.0
298.0390253347208,1.0
289.5386712648193,1.0
254.19685241539807,1.0
257.0660259065853,1.0
241.0342100492901,1.0
234.4165935804651,1.0
221.32797701750528,1.0
235.40490351251634,1.0
228.6209095923805,1.0
171.40478646339258,1.0
210.78716484417302,1.0
214.17526170338067,1.0
200.5866129133575,1.0
157.98729243952275,1.0
173.89564913470588,1.0
165.09683105680665,1.0
109.48697043184642,1.0
121.4069424198921,1.0
101.19356997400918,1.0
110.50970060133244,1.0
74.6243139129848,0.0
55.493132601779834,0.0
14.278743119429553,0.0
-0.5092249119587748,0.0
-6.790823607577154,0.0
3.891797021220021,0.0
-31.432754407239923,0.0
-36.74567130542749,0.0
-39.3153873724785,0.0
-92.08374862328304,0.0
-85.85946535759,0.0
-106.41880452277537,-1.0
-131.24197892197188,-1.0
-136.16365334664746,-1.0
-170.84254598121416,-1.0
-150.62281839579128,-1.0
-222.89878351927877,-1.0
-174.87456089055772,-1.0
-217.44536272264787,-1.0
-215.47188803073996,-1.0
-236.68209523708188,-1.0
-215.20618695127814,-1.0
-226.866121237701,-1.0
-241.05005478070683,-1.0
-262.4403566446272,-1.0
-262.514046328859,-1.0
-258.2825868778369,-1.0
-251.38339313454358,-1.0
-285.0551565541501,-1.0
-256.2503932372854,-1.0
-262.1253456616357,-1.0
-281.70449988212863,-1.0
-280.0920332449258,-1.0
-282.2702271118241,-1.0
-250.05790505728527,-1.0
-241.53210835013937,-1.0
-293.1959213817551,-1.0
-278.5659283794558,-1.0
-232.38266692930486,-1.0
-187.3190877505931,-1.0
-213.05389039072878,-1.0
-217.1500740297641,-1.0
-193.56383557724521,-1.0
-163.08269915146943,-1.0
-158.98443725687366,-1.0
-157.34607069816627,-1.0
-171.09101848444274,-1.0
-101.20456002551286,-1.0
-84.69858527957211,0.0
-89.74463205492573,0.0
-53.19363420605791,0.0
-80.54438642056094,0.0
-35.861726131394235,0.0
-38.437043667754054,0.0
-3.499392093814892,0.0
-10.404051320247788,0.0
-28.45897762227451,0.0
31.848080634187465,0.0
12.472393607515771,0.0
27.756639452815463,0.0
15.164711244478493,0.0
4.803399712312618,0.0
23.84871366583417,0.0
9.384204753635363,0.0
43.597714348462986,0.0
61.119593613512265,0.0
33.61644383315687,0.0
28.376774193809396,0.0
46.24446312749679,0.0
45.42376653333748,0.0
81.52980621352242,0.0
59.25469000608017,0.0
93.21641486117275,1.0
65.22967041634314,0.0
54.66814472200036,0.0
97.48983155166482,1.0
68.52271320422496,0.0
47.821429296343126,0.0
33.09347805241451,0.0
68.47661076133946,0.0
83.07296115896291,1.0
28.501684521539403,0.0
51.57989090291976,0.0
81.94818332485305,1.0
18.567387100704146,0.0
62.57744916339474,0.0
52.20820203735278,0.0
73.6867896036255,0.0
62.40968169511888,0.0
55.48046615445771,0.0
54.48587407835338,0.0
40.15857408641353,0.0
-3.4814262287764848,0.0
51.69386315434246,0.0
57.30377433607259,0.0
17.995845402499803,0.0
31.846275094014473,0.0
31.117011950244077,0.0
62.8476488154682,0.0
50.328701405947314,0.0
18.766025468786804,0.0
22.645050195449407,0.0
-5.221474546552436,0.0
12.713645309174467,0.0
-0.15819667218353572,0.0
9.293276950835686,0.0
2.5000351703382515,0.0
-20.348769799541415,0.0
-5.63168306557181,0.0
-29.096154677718516,0.0
-12.707509681647062,0.0
-30.152856653707506,0.0
-60.28399056509567,0.0
-30.159993227227368,0.0
-49.176475681133326,0.0
-93.40642194236193,0.0
-67.16091661624783,0.0
-32.76647764264064,0.0
-55.98661590805965,0.0
-83.32230579052867,0.0
-44.42581648833881,0.0
-61.96250736344674,0.0
-66.86866192581164,0.0
-59.04100005239953,0.0
-77.88993576166719,0.0
-50.62508762231596,0.0
-64.27124091989515,0.0
-94.2382830672027,0.0
-68.85724724089799,0.0
-82.84883925286913,0.0
-37.46279310665714,0.0
-64.00371922396519,0.0
-78.86497632763042,0.0
-63.72005655824442,0.0
-48.22340381263343,0.0
-45.009579193244804,0.0
-92.70422147816522,0.0
-86.31814883999402,0.0
-49.47175314527469,0.0
-52.99459183808579,0.0
-48.01287644364323,0.0
-70.05123659750875,0.0
-69.19724069393968,0.0
-19.88763716818733,0.0
-44.40885073140143,0.0
-30.427921533106364,0.0
-39.894238757570236,0.0
-56.90414446079769,0.0
17.562240336350296,0.0
-41.11692570906003,0.0
-14.815454219320877,0.0
-22.390858619203794,0.0
-15.882242483771993,0.0
-18.825419944821252,0.0
10.929821400762712,0.0
-3.2313002236513064,0.0
1.9047173291700474,0.0
42.59803142207689,0.0
65.55142829930053,0.0
69.22469747677334,0.0
104.42030801585837,1.0
112.65174604727395,1.0
136.43010312987693,1.0
158.39192768686942,1.0
162.4285741855787,1.0
154.06375200707998,1.0
211.38269838120559,1.0
181.73227907856676,1.0
216.77382949450643,1.0
233.9254237246274,1.0
204.91589195700135,1.0
266.6457661016366,1.0
276.0180520536111,1.0
272.31332892167046,1.0
257.2061499546271,1.0
284.5872419757321,1.0
